,Number-1,Number-2,Number-3,Number-4,Number-5,Number-6,Number-7,Sum
664648,5,8,9,11,22,24,35,114
664853,5,9,16,20,24,26,35,135
665175,5,7,9,20,23,26,31,121
665295,2,6,10,16,17,25,29,105
665492,5,7,8,20,24,26,27,117
665541,3,4,15,19,25,29,34,129
665565,3,7,9,12,19,24,27,101
665572,7,8,11,17,26,27,29,125
665578,4,6,8,18,19,25,35,115
665702,3,7,11,18,19,25,34,117
666013,3,7,15,24,26,27,30,132
666052,1,4,17,18,19,23,28,110
666096,1,3,11,20,22,24,30,111
666411,9,12,17,18,22,25,29,132
666457,4,8,15,16,21,23,29,116
666994,5,7,8,18,22,24,29,113
667090,1,3,10,20,26,29,33,122
667114,4,5,8,18,23,24,27,109
667572,4,5,17,20,29,31,35,141
667983,5,14,18,20,25,32,33,147
668009,2,4,8,13,26,27,31,111
668138,5,9,11,17,22,28,35,127
668510,6,7,14,20,21,25,29,122
668552,1,9,18,20,23,27,33,131
668765,3,7,9,18,22,26,34,119
668783,4,14,16,18,23,25,29,129
669030,2,7,8,11,21,26,34,109
669121,9,12,16,17,24,30,31,139
669131,2,6,9,17,23,24,35,116
669922,6,7,8,12,17,27,30,107
669959,6,10,18,19,24,25,33,135
669978,4,8,9,16,27,30,33,127
670036,2,7,8,17,22,31,35,122
670365,1,5,9,20,26,32,33,126
670421,1,7,11,18,29,30,34,130
670523,9,14,18,19,21,29,35,145
670541,3,7,9,14,22,23,29,107
670719,1,9,14,20,27,28,31,130
670798,1,4,9,13,24,26,32,109
670873,1,5,8,20,26,27,33,120
671069,5,9,11,16,17,25,34,117
671305,9,14,15,20,22,24,35,139
671402,1,7,9,20,23,26,27,113
671518,2,8,11,12,21,25,29,108
671698,1,7,11,13,26,27,34,119
671819,2,9,14,19,29,31,35,139
671821,2,7,17,20,22,26,29,123
671834,1,12,14,18,26,29,33,133
671860,3,4,8,20,21,25,27,108
671896,2,5,7,17,21,24,27,103
671917,3,4,8,16,22,31,33,117
671948,5,6,7,12,22,26,29,107
672052,1,12,16,24,27,29,30,139
672275,1,5,11,18,21,25,32,113
672322,5,9,14,20,27,31,32,138
672778,1,8,17,20,26,29,30,131
672783,2,8,18,20,27,29,33,137
672812,7,9,11,14,21,27,28,117
672922,5,9,11,20,23,26,33,127
672977,2,7,8,13,17,27,29,103
673139,2,7,8,12,23,29,33,114
673146,1,4,7,14,27,28,32,113
673181,1,7,10,20,29,30,34,131
673211,9,14,17,20,23,27,30,140
673232,4,8,17,24,27,29,35,144
673318,9,12,16,17,19,24,30,127
673330,5,8,17,18,21,24,33,126
673338,6,10,11,16,19,23,27,112
673510,4,7,9,16,22,26,27,111
673678,3,6,7,18,21,23,29,107
673760,1,8,16,20,27,31,33,136
674080,6,7,9,13,24,26,30,115
674263,7,10,14,24,25,27,30,137
674418,4,6,9,11,21,25,31,107
674487,3,9,17,18,21,26,35,129
674598,9,14,18,19,23,24,25,132
674861,4,5,9,16,25,26,31,116
674908,6,8,9,13,17,23,31,107
675176,1,7,11,20,22,25,33,119
675189,9,10,14,20,22,23,31,129
675205,7,9,11,16,17,25,34,119
675374,5,9,11,16,19,30,35,125
675846,1,7,11,18,22,24,30,113
676013,8,9,17,19,24,25,29,131
676055,7,8,14,18,23,26,29,125
676722,2,6,9,16,17,27,33,110
676983,1,5,11,20,24,28,29,118
677099,10,14,16,19,27,29,30,145
677360,4,5,8,11,22,31,35,116
677456,3,7,11,14,22,28,33,118
677471,5,8,15,16,22,23,27,116
677583,3,12,14,16,22,23,31,121
677812,1,7,17,18,29,30,33,135
677820,7,9,15,17,24,26,30,128
678003,1,8,11,20,23,27,29,119
678010,4,8,15,24,27,29,35,142
678318,2,14,17,20,21,27,33,134
678709,4,8,10,18,19,27,35,121
678943,9,10,14,17,23,31,35,139
679041,5,12,16,17,21,27,33,131
679082,7,8,18,24,25,27,29,138
679089,8,9,10,13,19,26,29,114
679164,3,9,17,20,26,31,35,141
679187,2,5,11,17,25,29,30,119
679240,7,12,15,18,19,26,29,126
679633,7,9,11,16,21,24,27,115
679888,8,12,18,20,25,31,33,147
680119,8,10,11,20,21,24,27,121
680203,1,7,8,17,22,30,34,119
680233,4,8,10,19,25,26,27,119
680296,3,5,18,24,26,27,28,131
680491,2,9,15,16,19,24,28,113
680515,3,4,15,19,23,24,25,113
680624,6,14,15,16,22,27,31,131
680675,1,4,8,13,21,26,27,100
680896,2,7,9,16,22,26,27,109
680899,4,8,9,14,23,24,35,117
680919,1,4,18,19,22,23,28,115
681076,1,3,7,16,22,30,34,113
681156,2,6,7,19,26,29,35,124
681218,1,4,10,13,23,27,31,109
681333,4,6,11,19,22,25,29,116
681494,1,5,7,12,22,30,32,109
681547,2,6,16,17,19,23,29,112
681754,4,7,11,17,22,24,35,120
681923,4,8,16,17,23,27,28,123
681994,5,7,8,20,23,25,29,117
682054,2,14,16,20,23,29,35,139
682118,4,6,11,17,22,31,35,126
682278,2,6,9,13,19,24,34,107
682407,4,9,14,18,19,25,29,118
682553,1,3,9,12,24,25,29,103
682718,7,9,10,11,17,24,34,112
682838,3,7,8,14,26,27,29,114
682915,7,8,14,18,23,29,35,134
683004,6,10,16,17,27,28,33,137
684544,1,7,11,12,22,24,25,102
684604,1,3,7,20,29,30,34,124
684665,9,12,17,18,26,30,33,145
684692,7,8,9,11,24,30,34,123
684883,8,10,11,18,22,23,29,121
685049,1,3,16,18,23,25,29,115
685242,1,5,18,20,26,27,34,131
685303,1,14,15,20,22,26,27,125
685608,2,7,8,11,29,30,32,119
685643,2,12,16,20,21,27,29,127
685919,6,14,16,19,25,27,29,136
686180,8,9,11,18,22,28,29,125
686212,3,7,18,19,22,23,29,121
686225,1,5,17,20,26,29,31,129
686375,1,5,7,18,29,32,35,127
686396,3,4,11,18,21,24,25,106
686456,4,5,9,14,19,25,31,107
687210,3,12,16,18,21,24,27,121
687363,5,9,17,18,23,31,32,135
687371,1,12,16,17,22,29,34,131
687418,4,6,17,18,21,23,33,122
687574,2,4,14,18,21,27,33,119
687601,7,8,9,13,22,24,25,108
687644,6,12,15,16,17,29,31,126
688012,10,14,16,18,21,29,33,141
688028,4,9,14,18,24,27,35,131
688170,9,12,16,18,19,25,29,128
688268,4,12,16,19,21,27,29,128
688490,6,12,16,19,24,27,33,137
688592,7,8,15,17,21,28,29,125
688594,1,3,7,24,26,27,33,121
688667,9,14,17,20,23,24,30,137
689120,1,7,11,13,22,29,34,117
689188,4,9,11,20,22,26,29,121
689195,3,9,18,20,21,27,31,129
689287,3,7,9,24,25,26,31,125
689325,2,10,16,19,21,23,29,120
689522,9,10,11,13,17,28,31,119
689615,4,7,8,14,21,23,27,104
689655,1,7,11,18,22,27,29,115
689673,1,5,18,20,25,26,31,126
689745,2,6,9,19,21,29,35,121
689900,4,7,16,17,21,24,27,116
689948,5,9,18,19,24,27,35,137
690083,5,14,15,20,25,29,33,141
690131,7,9,17,18,24,28,29,132
690270,3,5,11,16,22,26,35,118
690280,8,9,14,18,23,29,33,134
690453,3,9,10,14,22,27,35,120
690764,4,12,17,18,21,25,32,129
690844,3,10,11,18,21,25,27,115
691093,7,9,11,12,17,28,32,116
691100,2,6,11,19,29,32,35,134
691275,7,9,10,11,17,27,28,109
691290,5,9,17,18,29,30,35,143
691437,8,10,16,20,25,27,29,135
691619,5,9,17,18,24,29,32,134
691624,5,8,17,20,26,27,31,134
691711,1,5,10,20,25,26,31,118
691735,1,7,10,17,27,30,31,123
691968,5,8,9,18,23,24,27,114
692020,1,7,10,11,19,26,27,101
692139,9,14,17,18,23,27,28,136
692524,3,4,17,18,22,23,30,117
692696,2,3,7,14,22,27,33,108
692752,2,7,8,11,19,24,29,100
692810,5,9,11,19,24,25,34,127
692815,8,9,15,18,22,28,31,131
692818,1,6,7,20,24,27,32,117
692874,9,14,17,20,21,29,31,141
692890,9,12,14,16,22,31,33,137
693191,4,8,9,11,17,25,31,105
693319,6,8,11,18,22,25,31,121
693340,9,10,17,18,21,27,30,132
693437,3,4,14,18,21,23,27,110
693538,7,10,14,16,21,27,29,124
693796,1,5,7,17,26,27,30,113
693892,6,10,16,19,22,31,33,137
694053,3,9,10,19,24,25,29,119
694106,3,8,9,14,25,29,34,122
694143,6,8,9,12,17,31,35,118
694447,2,4,8,11,25,32,33,115
694814,5,9,16,20,26,27,32,135
694892,7,8,14,17,23,24,27,120
695045,1,6,9,20,24,30,31,121
695174,3,8,9,18,25,29,30,122
695238,2,7,11,18,19,24,29,110
695288,1,7,11,12,22,27,30,110
695498,4,7,9,13,21,24,29,107
695796,7,12,17,18,22,24,33,133
695808,3,14,17,18,25,26,31,134
695838,2,6,11,13,17,25,29,103
695930,2,3,8,16,23,24,27,103
695941,7,14,18,20,21,29,34,143
696179,2,5,9,18,19,24,25,102
696293,4,8,9,19,25,27,30,122
696468,7,10,11,20,26,28,29,131
696605,4,9,17,20,22,26,31,129
696617,1,7,8,11,22,26,35,110
696853,4,5,8,13,22,23,29,104
696918,3,9,11,20,26,29,30,128
696933,5,8,10,16,25,27,29,120
697034,3,8,9,20,25,26,29,120
697072,2,7,11,12,17,23,30,102
697083,2,6,16,19,23,29,33,128
697296,1,7,9,11,22,24,35,109
697516,2,6,16,19,22,25,27,117
697716,7,9,15,17,23,24,28,123
697811,3,10,14,20,24,29,33,133
697884,2,8,9,24,25,29,30,127
698138,3,14,15,18,22,24,33,129
698221,2,7,8,11,22,25,27,102
698236,1,7,9,17,21,28,32,115
698631,8,9,16,18,24,27,31,133
698671,4,6,9,12,21,25,29,106
698694,7,8,17,20,24,30,35,141
698823,1,14,16,18,24,27,29,129
698867,4,7,17,18,23,27,34,130
699498,5,9,11,16,21,24,30,116
699509,8,9,15,20,23,24,32,131
699578,7,9,17,19,24,26,30,132
699976,7,14,18,20,27,28,29,143
699998,1,5,9,20,23,28,34,120
700079,4,8,9,20,23,29,35,128
700203,5,8,14,18,25,29,33,132
700258,3,7,16,18,19,29,35,127
700299,1,3,14,20,22,26,29,115
700443,6,8,9,11,17,25,29,105
700607,4,9,16,19,25,31,35,139
700779,7,8,9,12,22,29,35,122
700829,1,5,7,16,22,27,31,109
700832,2,7,8,11,25,27,28,108
700858,2,5,10,11,21,25,32,106
701057,3,7,16,17,22,24,30,119
701236,3,6,7,18,19,23,29,105
701318,1,6,9,13,24,30,32,115
701380,1,5,14,18,24,29,33,124
701932,3,7,17,18,26,27,33,131
702037,4,9,10,18,19,23,30,113
702087,7,8,15,17,21,27,30,125
702143,3,8,9,13,24,32,35,124
702359,1,4,10,16,23,27,35,116
702489,5,9,11,20,21,25,30,121
702687,4,8,17,19,22,29,35,134
702737,5,9,16,24,26,32,35,147
702937,1,7,9,11,19,24,30,101
703210,2,5,7,11,17,28,31,101
703263,4,7,9,13,24,26,32,115
703264,4,9,17,18,23,25,29,125
703276,4,7,8,12,17,27,33,108
703344,3,9,16,17,23,27,28,123
703601,2,10,11,14,17,25,30,109
703605,5,9,15,17,22,24,25,117
703727,4,12,17,18,21,24,25,121
703800,6,9,18,19,23,29,34,138
703845,1,14,18,24,29,30,33,149
704119,6,9,17,18,24,31,35,140
704195,2,5,18,20,23,26,27,121
704364,9,10,16,17,27,31,32,142
704380,1,5,11,18,27,30,33,125
704438,4,6,17,18,21,27,30,123
704454,4,9,17,20,21,24,27,122
704534,9,12,14,20,21,25,29,130
704561,1,3,9,18,24,25,29,109
704850,4,7,15,19,22,23,29,119
704854,3,7,11,14,22,25,28,110
705672,7,10,16,17,27,28,32,137
705811,2,10,16,17,26,29,33,133
706007,5,6,11,17,22,31,35,127
706013,10,14,16,20,21,25,27,133
706026,4,5,17,20,27,31,33,137
706091,8,9,15,18,29,31,35,145
706218,2,7,11,17,25,27,28,117
706221,1,7,11,20,24,31,34,128
706271,6,9,10,17,25,27,31,125
706293,1,7,17,24,27,28,34,138
706325,3,5,11,16,22,26,33,116
706482,3,4,16,17,21,27,31,119
707265,1,7,11,18,22,26,27,112
707292,6,7,17,18,23,28,32,131
707613,1,5,9,20,24,28,34,121
707651,1,7,18,24,25,28,35,138
707659,6,7,10,11,21,27,28,110
707684,1,5,7,16,24,27,29,109
707788,3,9,16,20,21,24,27,120
707865,4,8,10,13,21,27,28,111
707879,2,5,11,13,17,27,30,105
708380,1,6,7,17,22,26,31,110
708447,8,12,15,16,21,29,35,136
708480,8,14,17,18,24,27,33,141
708625,7,8,11,14,27,28,30,125
708755,1,7,8,17,23,27,34,117
708890,5,6,9,14,29,31,35,129
709172,4,9,10,11,21,24,25,104
709199,7,8,9,13,24,25,31,117
709275,1,3,9,18,24,27,31,113
709318,9,14,15,20,24,28,29,139
709555,1,7,8,17,21,27,28,109
709610,5,9,11,18,19,24,30,116
709688,8,14,16,18,19,25,29,129
709738,8,10,15,16,23,29,33,134
709762,2,8,15,16,19,24,25,109
710010,2,8,11,19,24,25,28,117
710616,1,5,9,20,24,26,32,117
710760,1,3,7,18,22,32,33,116
711102,1,5,7,14,22,31,34,114
711108,5,8,11,13,22,27,31,117
711164,1,7,9,13,24,26,28,108
711265,2,6,8,13,29,32,33,123
711356,3,7,17,20,26,27,33,133
711372,1,6,9,13,24,29,35,117
711381,2,6,8,16,19,27,29,107
711456,6,10,11,18,19,25,29,118
712124,9,14,15,16,19,29,34,136
712248,1,7,16,19,22,23,31,119
712378,7,10,17,18,27,29,33,141
712413,2,12,16,17,19,23,31,120
712646,3,8,11,14,22,26,35,119
712713,7,9,11,17,22,27,34,127
712717,1,5,11,18,23,28,34,120
712996,1,4,9,16,22,26,27,105
713094,1,7,10,14,22,30,35,119
713202,2,5,9,11,21,32,35,115
713324,8,9,18,24,26,29,33,147
713350,5,6,9,17,19,24,25,105
713594,3,6,9,20,21,24,27,110
713654,9,10,14,19,25,29,33,139
713775,7,9,15,24,26,30,35,146
713776,4,10,18,19,22,25,31,129
713834,3,9,11,17,22,26,35,123
714034,2,9,11,13,17,26,33,111
714158,7,10,11,20,23,26,27,124
714293,4,6,17,20,25,31,35,138
714473,1,10,11,18,22,24,33,119
714505,2,9,11,13,17,32,34,118
714564,9,14,16,17,21,23,27,127
714569,8,9,11,20,23,24,29,124
714724,4,7,10,14,23,27,35,120
714732,6,10,16,19,27,29,30,137
714781,4,7,11,14,26,27,33,122
714793,1,7,15,19,22,27,30,121
714917,5,7,10,17,23,27,34,123
714993,5,7,18,19,21,24,25,119
715126,2,6,7,18,19,25,29,106
715257,1,6,7,11,22,24,32,103
715936,9,12,15,18,19,29,30,132
716096,7,9,11,16,17,26,31,117
716136,2,12,16,17,25,26,31,129
716363,10,14,15,20,22,29,33,143
716383,8,12,15,20,21,27,33,136
716422,1,5,7,20,27,30,33,123
716641,2,9,17,20,23,24,34,129
716890,1,9,16,20,22,24,29,121
716920,7,14,18,20,22,29,33,143
717059,3,5,7,24,26,27,30,122
717205,5,7,9,14,22,28,31,116
717500,1,5,11,18,24,25,29,113
717567,3,8,9,20,24,27,32,123
717625,7,8,11,14,25,27,29,121
717683,1,10,15,20,27,29,33,135
717933,4,7,8,17,23,27,30,116
718047,6,7,11,12,17,27,28,108
718070,2,4,14,16,21,25,27,109
718077,6,7,11,19,22,29,35,129
718260,8,14,16,17,22,27,31,135
718673,4,14,17,18,23,25,33,134
718763,3,6,17,18,22,28,33,127
718890,7,9,11,18,24,26,32,127
719348,2,9,16,20,25,26,31,129
719772,1,5,9,20,23,28,29,115
719925,8,9,10,13,24,30,33,127
719961,1,5,9,20,26,29,34,124
720056,9,12,18,19,23,29,30,140
720205,8,10,11,14,22,25,33,123
720522,4,9,11,17,21,30,35,127
720768,3,7,11,14,24,27,30,116
720812,2,8,16,24,29,31,35,145
720896,1,5,7,17,22,28,33,113
721262,6,9,16,18,19,23,29,120
721437,1,5,9,20,24,26,31,116
721469,3,7,9,18,21,24,27,109
721528,6,9,11,17,21,30,35,129
721558,8,9,18,20,24,27,31,137
721709,3,5,15,20,22,26,29,120
722057,5,7,9,20,24,26,28,119
722163,2,4,18,19,23,29,33,128
722166,8,9,10,14,29,30,35,135
722356,4,5,8,11,25,27,35,115
722379,1,5,15,18,22,27,33,121
722851,4,8,9,14,24,27,35,121
722862,10,14,15,16,24,29,31,139
723053,3,9,14,20,24,25,33,128
723588,1,8,15,16,19,24,25,108
723786,2,4,10,18,21,25,29,109
723831,1,7,17,20,26,28,32,131
723880,3,8,9,18,22,27,35,122
723882,1,6,16,17,27,31,33,131
724024,4,9,14,18,19,24,35,123
724031,1,9,10,13,23,28,29,113
724161,5,6,9,14,24,25,30,113
724602,5,7,16,17,23,24,27,119
724676,6,14,16,18,21,23,29,127
724803,4,6,18,19,25,29,34,135
724869,2,10,11,13,17,26,30,109
725474,2,7,14,17,21,23,27,111
725677,5,7,17,18,21,23,34,125
725869,7,8,10,12,17,27,33,114
726220,1,10,14,16,26,27,29,123
726365,4,5,17,20,21,25,27,119
726472,3,7,18,19,22,25,35,129
726794,7,14,18,20,22,25,33,139
727037,7,9,11,14,17,25,28,111
727242,3,7,11,16,22,26,28,113
727254,8,9,15,18,25,29,32,136
727280,9,14,16,17,23,27,29,135
727284,7,9,16,17,21,24,27,121
727341,4,8,9,18,19,23,25,106
727353,7,8,11,13,27,30,34,130
727377,2,14,15,20,29,31,33,144
727393,2,6,11,16,17,23,35,110
727778,4,14,18,19,25,26,27,133
728295,1,12,17,18,21,26,29,124
728439,1,7,14,20,23,29,33,127
728549,7,9,15,20,21,24,27,123
728838,8,9,16,17,19,23,29,121
728855,4,14,18,20,21,29,31,137
728920,1,5,16,19,22,32,33,128
728944,2,7,11,18,19,25,34,116
729258,2,7,17,24,25,27,31,133
729319,7,10,16,17,19,23,27,119
729530,8,14,17,18,23,31,33,144
729724,5,8,10,20,27,31,33,134
730199,8,9,17,20,24,25,31,134
730447,1,7,10,18,22,27,28,113
730737,1,12,16,20,22,27,33,131
730955,2,9,14,16,27,29,33,130
731021,2,8,9,17,23,25,29,113
731345,4,9,16,17,23,27,28,124
731413,8,9,15,16,19,29,35,131
731555,3,4,9,13,21,29,32,111
731619,8,12,15,16,21,28,29,129
731778,5,7,11,17,27,30,32,129
731909,6,12,17,18,26,29,33,141
731941,4,12,16,17,22,25,27,123
732068,6,7,11,19,25,27,30,125
732429,6,9,11,13,19,24,25,107
732619,5,9,17,20,22,29,35,137
732698,4,7,11,13,26,27,33,121
732755,3,7,9,16,26,29,30,120
732944,3,4,10,17,21,25,27,107
733099,2,7,11,12,17,23,34,106
733164,1,7,17,18,22,27,31,123
733260,2,4,15,20,21,29,33,124
733313,2,5,8,24,25,28,33,125
733317,9,14,15,18,22,31,34,143
733681,4,9,14,18,23,29,35,132
733878,2,7,15,20,26,27,30,127
734084,4,8,17,18,22,23,29,121
734563,4,8,9,20,23,29,30,123
734578,8,14,15,18,21,29,33,138
734706,8,9,10,11,25,31,35,129
734996,4,5,8,20,27,29,33,126
735027,9,14,18,20,22,27,31,141
735056,2,7,9,11,17,30,34,110
735142,3,7,9,14,17,29,30,109
735218,5,8,16,20,29,30,35,143
735294,2,3,14,19,25,29,33,125
735332,2,8,17,19,25,26,29,126
735477,2,7,17,19,25,28,29,127
735536,4,5,17,20,23,24,33,126
735605,7,8,9,16,22,29,33,124
735936,1,5,7,14,22,25,32,106
736139,3,7,9,16,19,24,32,110
736227,1,7,18,20,25,27,29,127
736374,2,10,11,14,23,29,35,124
736752,1,6,7,20,21,25,31,111
736948,3,6,8,18,24,29,33,121
737013,8,14,15,16,27,29,33,142
737209,4,10,18,19,23,25,31,130
737476,1,7,16,17,24,27,28,120
737540,1,12,16,20,21,27,33,130
737756,5,7,11,12,17,27,30,109
738505,6,12,16,18,21,29,35,137
738522,2,4,7,19,24,25,28,109
738786,7,10,17,20,26,27,31,138
738915,4,7,18,19,23,24,34,129
739185,3,7,10,11,21,24,27,103
739337,4,10,11,14,21,27,35,122
739491,3,7,11,17,22,30,35,125
739543,1,5,11,20,21,27,32,117
739745,3,6,17,18,19,23,33,119
739837,3,7,8,14,24,25,27,108
739877,2,3,14,18,24,27,33,121
739913,1,6,15,18,22,27,33,122
740800,4,7,16,17,22,27,31,124
740884,6,8,9,13,23,27,29,115
741037,3,9,17,20,26,27,31,133
741357,6,12,14,20,27,29,33,141
741627,7,12,15,19,22,28,29,132
741764,4,5,10,13,22,26,27,107
742171,8,14,15,20,29,30,33,149
742174,4,9,14,18,23,29,30,127
742505,4,9,16,18,21,27,31,126
742830,5,7,9,17,23,24,30,115
742919,4,6,14,24,25,27,31,131
743225,4,12,18,19,21,24,25,123
743376,2,7,11,14,19,25,30,108
743788,3,7,17,18,24,27,35,131
743973,3,5,7,20,21,27,30,113
744308,4,8,10,16,23,27,29,117
744471,4,9,18,19,21,25,28,124
744498,2,7,10,11,17,28,31,106
744506,8,10,16,20,23,25,29,131
744543,8,12,18,19,23,26,29,135
744677,2,7,11,17,24,28,31,120
744756,1,7,17,18,21,25,30,119
744760,1,4,18,20,23,24,25,115
744800,1,4,18,20,25,31,35,134
744825,5,8,18,19,22,28,33,133
745261,5,7,18,19,24,27,28,128
745344,7,9,11,14,22,29,35,127
745425,2,14,16,18,21,23,29,123
745532,3,4,7,14,25,27,31,111
745542,9,10,14,20,23,26,29,131
745609,1,7,10,14,22,32,35,121
745690,3,7,16,17,22,29,30,124
745779,3,9,11,13,26,30,32,124
745792,3,4,8,16,27,32,33,123
745843,4,7,11,16,17,27,32,114
745892,5,8,9,11,24,25,27,109
746009,2,6,11,16,17,32,35,119
746105,8,9,11,13,17,25,32,115
746211,1,5,11,16,22,30,33,118
746268,1,3,16,20,23,26,29,118
746416,1,4,17,20,21,23,29,115
746465,1,8,15,16,21,24,25,110
746582,5,9,11,18,26,28,33,130
746710,7,10,17,24,27,28,34,147
746711,6,9,14,19,25,29,32,134
746829,4,8,17,18,23,27,30,127
747000,1,7,16,20,22,26,29,121
747419,1,7,10,20,21,24,27,110
747718,3,7,8,18,23,29,35,123
747833,9,14,15,18,24,32,33,145
748056,1,5,7,20,26,31,34,124
748254,7,12,17,18,22,23,31,130
748402,4,8,15,20,23,29,30,129
748541,3,5,11,20,24,26,34,123
748805,5,10,17,20,21,26,31,130
748846,6,8,11,20,25,29,35,134
748866,5,9,16,18,19,24,31,122
749028,3,7,8,20,27,29,33,127
749041,4,6,10,20,21,25,29,115
749048,1,3,7,24,25,27,28,115
749322,3,14,16,17,23,27,29,129
749328,1,7,16,20,22,23,31,120
749428,7,9,10,19,24,30,34,133
749429,4,6,7,12,21,23,27,100
749650,4,6,17,18,19,23,25,112
749953,4,10,17,20,25,27,29,132
750133,3,9,17,18,22,23,33,125
750380,3,8,17,20,27,31,33,139
750729,3,4,16,20,21,26,27,117
750907,5,12,17,18,24,29,33,138
751148,1,7,10,11,23,24,27,103
751317,4,9,10,12,21,25,29,110
751407,6,7,17,18,22,27,28,125
751452,7,9,17,18,22,24,30,127
751612,3,5,16,18,22,26,31,121
751671,3,4,9,20,21,25,31,113
751863,2,4,8,17,25,31,34,121
751938,1,7,11,18,21,26,29,113
751991,5,9,11,13,21,26,34,119
752394,2,7,9,11,21,24,27,101
752435,3,7,16,19,22,23,27,117
752439,4,5,8,20,29,30,35,131
752692,1,3,8,20,23,26,27,108
752818,1,6,14,20,23,26,27,117
753159,1,4,10,18,19,29,33,114
753225,7,8,11,19,22,28,29,124
753234,9,14,18,19,22,28,29,139
753382,5,9,15,18,26,29,33,135
753626,1,7,16,17,21,27,28,117
753644,6,10,17,18,21,23,33,128
753825,3,6,18,24,25,26,29,131
753855,1,5,16,20,23,29,34,128
753904,3,9,14,20,24,29,34,133
754049,1,9,16,18,22,24,29,119
754214,3,9,11,13,24,26,35,121
754559,4,8,14,20,25,27,29,127
754790,7,14,17,18,23,24,28,131
754827,1,7,9,14,29,30,34,124
754982,3,7,17,24,27,30,35,143
755018,9,14,18,20,21,25,34,141
755079,4,8,15,20,23,29,33,132
755456,4,6,8,19,25,27,30,119
755558,3,9,18,20,21,25,28,124
755591,3,4,18,19,25,29,30,128
755686,7,8,9,14,21,29,33,121
755752,9,14,15,18,22,23,35,136
755973,2,8,9,17,21,29,35,121
756068,5,14,16,17,22,23,27,124
756247,2,7,8,11,24,25,28,105
756304,2,7,11,17,22,28,32,119
756365,1,7,16,20,22,25,27,118
756438,9,12,14,20,21,25,31,132
756566,8,10,11,20,27,31,33,140
756708,5,9,11,13,19,26,32,115
757041,5,9,15,16,26,29,34,134
757125,1,5,15,16,22,26,35,120
757158,2,9,11,13,19,28,33,115
757544,10,14,15,16,24,25,33,137
757560,6,7,17,18,21,24,27,120
757590,5,9,11,16,17,23,30,111
757792,4,5,8,18,19,25,27,106
757902,2,9,11,14,17,31,35,119
758091,2,3,7,17,24,25,31,109
758369,1,7,9,11,25,26,28,107
758416,1,7,17,20,21,26,31,123
758864,5,9,11,14,25,26,30,120
759169,1,14,16,20,22,25,35,133
759253,2,8,9,17,25,28,29,118
759295,2,3,9,13,17,29,32,105
759994,9,10,15,16,19,24,33,126
760038,2,8,10,20,23,29,33,125
760053,1,5,16,17,22,25,31,117
760106,4,10,17,20,21,26,29,127
760335,1,6,7,11,17,27,34,103
760542,1,9,15,16,25,28,29,123
760602,3,9,15,16,19,24,28,114
760788,8,9,15,16,24,28,29,129
760890,4,12,15,16,21,29,30,127
760935,7,14,17,20,21,24,31,134
761212,5,9,18,20,26,27,35,140
761241,2,4,8,13,19,27,33,106
761287,1,7,8,18,27,29,31,121
761363,4,7,11,17,21,27,32,119
761934,3,9,11,24,25,26,28,126
761956,8,9,10,13,17,23,31,111
762146,7,12,14,24,25,27,31,140
762345,3,7,15,19,24,27,30,125
762399,6,7,11,17,22,23,33,119
762558,6,7,14,20,22,27,31,127
762562,7,12,14,20,25,26,29,133
762686,2,7,11,19,24,25,35,123
762760,3,5,9,12,26,29,35,119
762875,8,12,16,24,25,27,33,145
762934,2,9,15,20,26,31,35,138
763105,2,4,8,17,25,27,34,117
763114,10,14,16,19,22,25,31,137
763294,1,7,11,17,22,32,34,124
763392,3,9,14,20,24,27,31,128
763396,2,9,10,17,25,31,35,129
763455,4,8,18,19,25,28,31,133
763461,5,9,11,18,19,28,33,123
763545,5,9,11,12,25,26,33,121
763767,2,7,9,11,21,27,28,105
764005,1,5,16,20,25,27,33,127
764117,2,5,9,16,21,29,35,117
764164,1,7,11,18,22,26,34,119
764503,4,6,15,19,25,27,35,131
764543,4,7,9,11,22,26,28,107
764584,1,4,17,20,23,26,30,121
764702,2,6,11,13,26,29,35,122
764706,5,9,17,18,21,24,32,126
764908,1,6,7,18,22,26,31,111
764987,1,7,9,24,26,29,30,126
765336,5,14,16,20,25,28,31,139
765403,7,12,18,19,21,23,29,129
765742,1,6,16,20,22,31,33,129
765985,2,6,9,17,21,25,31,111
766331,3,4,14,20,22,23,27,113
766362,2,12,18,19,22,25,33,131
766527,5,14,16,20,24,25,33,137
767035,1,4,15,20,25,26,30,121
767185,1,5,16,19,22,30,34,127
767279,4,10,15,16,19,27,29,120
767787,1,7,8,11,24,27,29,107
768126,4,7,17,18,21,28,34,129
768402,2,7,8,18,22,29,31,117
768479,2,4,7,18,21,25,31,108
768522,2,7,8,24,27,28,35,131
768670,2,8,11,13,17,24,30,105
768760,7,14,16,20,24,27,29,137
768917,2,8,11,16,27,31,35,130
769745,6,10,17,18,23,24,33,131
770252,4,7,15,16,21,23,27,113
771006,4,14,17,19,25,27,31,137
771169,3,8,9,13,22,29,33,117
771300,6,9,11,13,17,30,32,118
771429,5,14,17,18,26,29,35,144
771574,2,3,9,18,22,26,31,111
771619,1,4,15,19,25,27,28,119
771691,8,10,16,20,25,29,33,141
771836,1,5,7,16,22,25,29,105
771899,2,3,8,16,23,25,29,106
771912,1,5,11,14,25,27,28,111
771945,4,10,14,19,25,27,32,131
